,hgnc.symbol,bin.id
RPL21,RPL21,14169
SNORD102,SNORD102,14169
SNORA27,SNORA27,14169
RASL11A,RASL11A,14169
RNU6-70P,RNU6-70P,14169
LINC01079,LINC01079,14169
RNY1P1,RNY1P1,14170
GTF3A,GTF3A,14170
MTIF3,MTIF3,14170
RNU6-63P,RNU6-63P,14170
LNX2,LNX2,14171
POLR1D,POLR1D,14171
NPM1P4,NPM1P4,14172
GSX1,GSX1,14172
PLUT,PLUT,14173
RNU6-73P,RNU6-73P,14173
PDX1,PDX1,14173
ATP5F1EP2,ATP5F1EP2,14174
LINC00543,LINC00543,14174
CDX2,CDX2,14174
URAD,URAD,14174
RN7SL272P,RN7SL272P,14174
FLT3,FLT3,14174
KATNBL1P1,KATNBL1P1,14174
CHCHD2P8,CHCHD2P8,14175
PAN3-AS1,PAN3-AS1,14175
PAN3,PAN3,14175
EEF1A1P3,EEF1A1P3,14176
RNU6-82P,RNU6-82P,14176
FLT1,FLT1,14176
EIF4A1P7,EIF4A1P7,14178
POMP,POMP,14179
SLC46A3,SLC46A3,14179
RNU6-53P,RNU6-53P,14179
CYP51A1P2,CYP51A1P2,14179
POM121L13P,POM121L13P,14180
MTUS2,MTUS2,14180
MTUS2-AS2,MTUS2-AS2,14183
GAPDHP69,GAPDHP69,14183
MTUS2-AS1,MTUS2-AS1,14185
SLC7A1,SLC7A1,14185
UBL3,UBL3,14187
TIMM8BP1,TIMM8BP1,14187
LINC00297,LINC00297,14188
LINC00572,LINC00572,14188
LINC00544,LINC00544,14188
LINC00365,LINC00365,14189
LINC00384,LINC00384,14190
LINC00385,LINC00385,14190
KATNAL1,KATNAL1,14190
RNU6-64P,RNU6-64P,14190
PRDX2P1,PRDX2P1,14191
LINC00427,LINC00427,14191
LINC00426,LINC00426,14191
LINC01058,LINC01058,14191
UBE2L5,UBE2L5,14191
HMGB1,HMGB1,14192
RBM22P2,RBM22P2,14192
MFAP1P1,MFAP1P1,14192
PTPN2P2,PTPN2P2,14192
USPL1,USPL1,14193
ALOX5AP,ALOX5AP,14194
LINC00398,LINC00398,14194
LINC00545,LINC00545,14195
TEX26-AS1,TEX26-AS1,14195
MEDAG,MEDAG,14195
TEX26,TEX26,14195
LINC01066,LINC01066,14196
WDR95P,WDR95P,14196
HSPH1,HSPH1,14197
B3GLCT,B3GLCT,14197
ANKRD26P4,ANKRD26P4,14198
RXFP2,RXFP2,14201
FRY,FRY,14202
EEF1DP3,EEF1DP3,14203
FRY-AS1,FRY-AS1,14203
ZAR1L,ZAR1L,14205
BRCA2,BRCA2,14205
IFIT1P1,IFIT1P1,14206
N4BP2L1,N4BP2L1,14206
N4BP2L2,N4BP2L2,14206
ATP8A2P2,ATP8A2P2,14206
N4BP2L2-IT2,N4BP2L2-IT2,14207
PDS5B,PDS5B,14207
RNY1P4,RNY1P4,14208
LINC00423,LINC00423,14209
TOMM22P3,TOMM22P3,14210
KL,KL,14210
STARD13,STARD13,14211
STARD13-IT1,STARD13-IT1,14211
STARD13-AS,STARD13-AS,14212
LINC02344,LINC02344,14213
RFC3,RFC3,14216
RNU5A-4P,RNU5A-4P,14216
VDAC1P12,VDAC1P12,14218
LINC02343,LINC02343,14220
LINC00457,LINC00457,14221
GAMTP2,GAMTP2,14222
NBEA,NBEA,14224
ZBED9P1,ZBED9P1,14226
PHB1P13,PHB1P13,14226
MAB21L1,MAB21L1,14228
LINC00445,LINC00445,14230
DCLK1,DCLK1,14230
SOHLH2,SOHLH2,14233
CCDC169-SOHLH2,CCDC169-SOHLH2,14233
CCDC169,CCDC169,14233
RNU6-71P,RNU6-71P,14234
SPART,SPART,14234
SPART-AS1,SPART-AS1,14234
CCNA1,CCNA1,14235
H2ACP1,H2ACP1,14235
SERTM1,SERTM1,14237
GAPDHP34,GAPDHP34,14237
TCEAL4P1,TCEAL4P1,14237
ARL2BPP3,ARL2BPP3,14238
NDE1P2,NDE1P2,14238
RFXAP,RFXAP,14238
SMAD9,SMAD9,14238
SMAD9-IT1,SMAD9-IT1,14238
LAMTOR3P1,LAMTOR3P1,14239
RPL29P28,RPL29P28,14239
EIF4A1P5,EIF4A1P5,14239
ALG5,ALG5,14239
EXOSC8,EXOSC8,14239
SUPT20H,SUPT20H,14239
CSNK1A1L,CSNK1A1L,14240
RN7SKP1,RN7SKP1,14240
RPS12P24,RPS12P24,14241
LINC01048,LINC01048,14243
LINC00547,LINC00547,14243
POSTN,POSTN,14243
TRPC4,TRPC4,14244
RNA5SP26,RNA5SP26,14245
LINC02334,LINC02334,14246
HSPD1P9,HSPD1P9,14246
LINC00571,LINC00571,14247
UFM1,UFM1,14249
LINC00437,LINC00437,14250
LINC00366,LINC00366,14250
PRDX3P3,PRDX3P3,14251
FREM2,FREM2,14251
RNU6-56P,RNU6-56P,14252
FREM2-AS1,FREM2-AS1,14252
PLA2G12AP2,PLA2G12AP2,14253
ANKRD26P2,ANKRD26P2,14253
STOML3,STOML3,14253
PROSER1,PROSER1,14254
NHLRC3,NHLRC3,14254
NXT1P1,NXT1P1,14255
LHFPL6,LHFPL6,14255
COG6,COG6,14258
MIR4305,MIR4305,14258
RNY4P14,RNY4P14,14259
CDKN2AIPNLP3,CDKN2AIPNLP3,14259
AZU1P1,AZU1P1,14260
LINC00598,LINC00598,14261
LINC00332,LINC00332,14262
RPL17P51,RPL17P51,14262
RNY3P9,RNY3P9,14262
RN7SKP2,RN7SKP2,14264
FOXO1,FOXO1,14265
RLIMP1,RLIMP1,14265
MIR320D1,MIR320D1,14266
MRPS31,MRPS31,14266
SLC25A15,SLC25A15,14266
MIR621,MIR621,14267
TPTE2P5,TPTE2P5,14267
CYCSP34,CYCSP34,14267
SUGT1P3,SUGT1P3,14267
ELF1,ELF1,14267
RGS17P1,RGS17P1,14268
WBP4,WBP4,14268
MIR3168,MIR3168,14269
RN7SL597P,RN7SL597P,14269
KBTBD6,KBTBD6,14269
CALM2P3,CALM2P3,14269
KBTBD7,KBTBD7,14269
MORF4L1P4,MORF4L1P4,14269
MTRF1,MTRF1,14269
RAC1P3,RAC1P3,14270
NAA16,NAA16,14270
RNU6-57P,RNU6-57P,14270
TUBBP2,TUBBP2,14271
OR7E36P,OR7E36P,14271
OR7E155P,OR7E155P,14271
OR7E37P,OR7E37P,14271
RGCC,RGCC,14271
VWA8,VWA8,14272
MIR5006,MIR5006,14272
RN7SL515P,RN7SL515P,14274
RNU6-74P,RNU6-74P,14274
KARS1P1,KARS1P1,14275
VWA8-AS1,VWA8-AS1,14275
RPS28P8,RPS28P8,14275
DGKH,DGKH,14275
MAPK6P3,MAPK6P3,14276
CHCHD2P11,CHCHD2P11,14276
FHP1,FHP1,14277
AKAP11,AKAP11,14277
LINC02341,LINC02341,14278
FABP3P2,FABP3P2,14278
TNFSF11,TNFSF11,14279
FAM216B,FAM216B,14281
LINC01050,LINC01050,14281
LINC00428,LINC00428,14281
EPSTI1,EPSTI1,14281
ZDHHC4P1,ZDHHC4P1,14282
DNAJC15,DNAJC15,14282
LINC00400,LINC00400,14283
ENOX1,ENOX1,14284
RPL36P19,RPL36P19,14285
ENOX1-AS2,ENOX1-AS2,14286
ENOX1-AS1,ENOX1-AS1,14286
CCDC122,CCDC122,14288
LACC1,LACC1,14289
NRAD1,NRAD1,14289
DGKZP1,DGKZP1,14289
LINC00390,LINC00390,14290
SMIM2-AS1,SMIM2-AS1,14290
SMIM2,SMIM2,14290
SMIM2-IT1,SMIM2-IT1,14290
MIR8079,MIR8079,14291
LINC02938,LINC02938,14291
SERP2,SERP2,14292
TUSC8,TUSC8,14292
TSC22D1,TSC22D1,14293
TSC22D1-AS1,TSC22D1-AS1,14294
SMARCE1P5,SMARCE1P5,14294
LINC00407,LINC00407,14294
LINC00330,LINC00330,14295
NUFIP1,NUFIP1,14296
GPALPP1,GPALPP1,14297
RN7SL49P,RN7SL49P,14297
RN7SKP3,RN7SKP3,14297
GTF2F2,GTF2F2,14298
RN7SKP4,RN7SKP4,14298
KCTD4,KCTD4,14298
TPT1,TPT1,14299
SNORA31,SNORA31,14299
TPT1-AS1,TPT1-AS1,14299
RCN1P2,RCN1P2,14300
SLC25A30,SLC25A30,14300
SLC25A30-AS1,SLC25A30-AS1,14300
PPIAP25,PPIAP25,14300
COG3,COG3,14300
ERICH6B,ERICH6B,14301
RNA5SP27,RNA5SP27,14301
TIMM9P3,TIMM9P3,14301
COX4I1P2,COX4I1P2,14302
LINC01055,LINC01055,14302
AKR1B1P4,AKR1B1P4,14302
CBY2,CBY2,14302
SIAH3,SIAH3,14302
ZC3H13,ZC3H13,14304
CPB2-AS1,CPB2-AS1,14304
CPB2,CPB2,14304
LCP1,LCP1,14305
RN7SL288P,RN7SL288P,14305
LRRC63,LRRC63,14305
RN7SKP5,RN7SKP5,14306
ABITRAMP1,ABITRAMP1,14306
LINC00563,LINC00563,14306
RUBCNL,RUBCNL,14306
RNU2-6P,RNU2-6P,14307
RNU6-68P,RNU6-68P,14307
PPP1R2P4,PPP1R2P4,14307
LINC01198,LINC01198,14307
OR7E101P,OR7E101P,14307
COX17P1,COX17P1,14307
FKBP1AP3,FKBP1AP3,14307
LRCH1,LRCH1,14308
ESD,ESD,14309
HTR2A,HTR2A,14310
HTR2A-AS1,HTR2A-AS1,14310
GNG5P5,GNG5P5,14313
RN7SL700P,RN7SL700P,14314
SUCLA2,SUCLA2,14316
NAP1L4P3,NAP1L4P3,14316
RPL27AP8,RPL27AP8,14316
LINC00562,LINC00562,14318
SUCLA2-AS1,SUCLA2-AS1,14318
NUDT15,NUDT15,14318
MED4,MED4,14318
MED4-AS1,MED4-AS1,14319
POLR2KP2,POLR2KP2,14319
ITM2B,ITM2B,14320
RB1-DT,RB1-DT,14320
RB1,RB1,14320
PPP1R26P1,PPP1R26P1,14320
PCNPP5,PCNPP5,14320
LPAR6,LPAR6,14321
RCBTB2,RCBTB2,14322
LINC01077,LINC01077,14322
LINC00462,LINC00462,14322
CYSLTR2,CYSLTR2,14323
PSME2P2,PSME2P2,14324
FNDC3A,FNDC3A,14325
RNU6-60P,RNU6-60P,14325
RAD17P2,RAD17P2,14326
RNY3P2,RNY3P2,14326
COX7CP1,COX7CP1,14327
OGFOD1P1,OGFOD1P1,14327
MLNR,MLNR,14327
CDADC1,CDADC1,14327
CAB39L,CAB39L,14328
SETDB2,SETDB2,14328
SNRPGP14,SNRPGP14,14329
PHF11,PHF11,14329
RCBTB1,RCBTB1,14329
ARL11,ARL11,14330
EBPL,EBPL,14330
KPNA3,KPNA3,14330
RNY4P30,RNY4P30,14332
CTAGE10P,CTAGE10P,14332
RNY4P9,RNY4P9,14332
SPRYD7,SPRYD7,14332
DLEU2,DLEU2,14332
TRIM13,TRIM13,14332
MIR3613,MIR3613,14332
KCNRG,KCNRG,14333
MIR16-1,MIR16-1,14333
MIR15A,MIR15A,14333
DLEU1,DLEU1,14333
RPL18P10,RPL18P10,14333
ST13P4,ST13P4,14334
RPL34P26,RPL34P26,14335
DLEU7,DLEU7,14336
RNA5SP28,RNA5SP28,14338
RNASEH2B-AS1,RNASEH2B-AS1,14339
RNASEH2B,RNASEH2B,14339
GUCY1B2,GUCY1B2,14340
RNA5SP29,RNA5SP29,14340
C13orf42,C13orf42,14340
RPL5P31,RPL5P31,14341
PRELID3BP2,PRELID3BP2,14341
FAM124A,FAM124A,14341
SERPINE3,SERPINE3,14342
MIR5693,MIR5693,14342
INTS6,INTS6,14342
INTS6-AS1,INTS6-AS1,14343
RPS4XP16,RPS4XP16,14343
RN7SL320P,RN7SL320P,14343
SNRPGP11,SNRPGP11,14343
MIR4703,MIR4703,14344
RNU6-65P,RNU6-65P,14344
WDFY2,WDFY2,14344
RNY1P6,RNY1P6,14344
RN7SL413P,RN7SL413P,14344
ATP5PBP1,ATP5PBP1,14344
DHRS12,DHRS12,14345
TMEM272,TMEM272,14346
CCDC70,CCDC70,14346
CTAGE3P,CTAGE3P,14346
ATP7B,ATP7B,14346
FABP5P2,FABP5P2,14347
ALG11,ALG11,14347
UTP14C,UTP14C,14347
NEK5,NEK5,14347
NEK3,NEK3,14348
THSD1P1,THSD1P1,14348
MRPS31P5,MRPS31P5,14348
TPTE2P2,TPTE2P2,14348
LINC02333,LINC02333,14349
THSD1,THSD1,14349
RNY4P24,RNY4P24,14349
VPS36,VPS36,14349
CKAP2-DT,CKAP2-DT,14349
CKAP2,CKAP2,14349
LINC00345,LINC00345,14350
TPTE2P3,TPTE2P3,14350
MRPS31P4,MRPS31P4,14350
HNRNPA1L2,HNRNPA1L2,14350
SUGT1-DT,SUGT1-DT,14350
SUGT1,SUGT1,14350
CNMD,CNMD,14351
MIR759,MIR759,14351
PPIAP26,PPIAP26,14351
PCDH8,PCDH8,14352
OLFM4,OLFM4,14353
LINC01065,LINC01065,14353
PCDH8P1,PCDH8P1,14354
RN7SL618P,RN7SL618P,14355
ZNF646P1,ZNF646P1,14356
LINC00558,LINC00558,14359
LINC00458,LINC00458,14360
MIR1297,MIR1297,14362
RPL13AP25,RPL13AP25,14363
LINC02335,LINC02335,14368
MIR5007,MIR5007,14369
HNF4GP1,HNF4GP1,14374
SPATA2P1,SPATA2P1,14376
RN7SKP6,RN7SKP6,14381
PRR20A,PRR20A,14383
PRR20C,PRR20C,14383
PRR20B,PRR20B,14383
PRR20D,PRR20D,14383
PRR20E,PRR20E,14383
PRR20FP,PRR20FP,14383
MTCO2P3,MTCO2P3,14383
SLC25A5P4,SLC25A5P4,14384
RPL31P53,RPL31P53,14384
PCDH17,PCDH17,14386
RNA5SP30,RNA5SP30,14389
LINC02338,LINC02338,14390
LINC00374,LINC00374,14390
RNY4P29,RNY4P29,14392
CTAGE16P,CTAGE16P,14392
DNAJA1P1,DNAJA1P1,14394
HMGN2P39,HMGN2P39,14396
POLR3KP1,POLR3KP1,14396
RPP40P2,RPP40P2,14398
RNU7-88P,RNU7-88P,14399
DIAPH3,DIAPH3,14401
DIAPH3-AS1,DIAPH3-AS1,14403
RN7SL375P,RN7SL375P,14403
DIAPH3-AS2,DIAPH3-AS2,14404
RNY4P28,RNY4P28,14404
LINC00434,LINC00434,14405
TARDBPP2,TARDBPP2,14405
TDRD3,TDRD3,14406
RNA5SP31,RNA5SP31,14408
LINC00378,LINC00378,14408
EIF4A1P6,EIF4A1P6,14408
RNY3P5,RNY3P5,14409
LINC01442,LINC01442,14410
MIR3169,MIR3169,14412
PCDH20,PCDH20,14413
LINC02339,LINC02339,14413
RAC1P8,RAC1P8,14416
LINC00358,LINC00358,14418
LINC01075,LINC01075,14419
LINC01074,LINC01074,14420
LINC00459,LINC00459,14420
RPL32P28,RPL32P28,14420
SQSTM1P1,SQSTM1P1,14421
LINC00448,LINC00448,14422
LINC00376,LINC00376,14426
LINC00395,LINC00395,14430
OR7E156P,OR7E156P,14430
RNU6-81P,RNU6-81P,14430
PPP1R2P10,PPP1R2P10,14430
OR7E104P,OR7E104P,14430
LINC00355,LINC00355,14431
NFYAP1,NFYAP1,14431
LGMNP1,LGMNP1,14439
STARP1,STARP1,14441
HNRNPA3P5,HNRNPA3P5,14445
LINC01052,LINC01052,14445
MIR548X2,MIR548X2,14446
MIR4704,MIR4704,14448
TRIM60P19,TRIM60P19,14448
PCDH9,PCDH9,14448
PCDH9-AS1,PCDH9-AS1,14448
RNU7-87P,RNU7-87P,14451
PCDH9-AS2,PCDH9-AS2,14452
PCDH9-AS3,PCDH9-AS3,14453
PCDH9-AS4,PCDH9-AS4,14453
RPSAP53,RPSAP53,14455
LINC00364,LINC00364,14456
BCRP9,BCRP9,14459
NPM1P22,NPM1P22,14459
OR7E111P,OR7E111P,14460
OR7E33P,OR7E33P,14460
ELL2P3,ELL2P3,14463
HNRNPA1P18,HNRNPA1P18,14463
RPL37P21,RPL37P21,14463
RPS3AP52,RPS3AP52,14465
RPL12P34,RPL12P34,14465
RN7SL761P,RN7SL761P,14466
LINC00550,LINC00550,14467
LINC02342,LINC02342,14467
ZDHHC20P4,ZDHHC20P4,14468
SNRPFP3,SNRPFP3,14469
LINC00383,LINC00383,14469
SRSF1P1,SRSF1P1,14471
KLHL1,KLHL1,14473
RNY3P10,RNY3P10,14474
PSMC1P13,PSMC1P13,14474
ATXN8OS,ATXN8OS,14476
RNU6-54P,RNU6-54P,14478
MTCL1P1,MTCL1P1,14482
LINC00348,LINC00348,14483
RABEPKP1,RABEPKP1,14485
DACH1,DACH1,14486
H3P36,H3P36,14487
RPL21P109,RPL21P109,14488
RPL35AP31,RPL35AP31,14489
RPS10P21,RPS10P21,14489
RPL18AP17,RPL18AP17,14493
RPL21P110,RPL21P110,14495
RNU6-80P,RNU6-80P,14495
MZT1,MZT1,14495
BORA,BORA,14495
DIS3,DIS3,14495
PIBF1,PIBF1,14495
RNU6-79P,RNU6-79P,14496
PSMD10P3,PSMD10P3,14497
KLF5,KLF5,14497
FABP5P1,FABP5P1,14498
RNU6-66P,RNU6-66P,14498
RNU4-10P,RNU4-10P,14498
RNY1P8,RNY1P8,14499
MARK2P12,MARK2P12,14500
LINC00393,LINC00393,14500
LINC00392,LINC00392,14501
KLF12,KLF12,14502
LINC00402,LINC00402,14506
RNY1P5,RNY1P5,14506
RPL21P108,RPL21P108,14507
LINC00381,LINC00381,14507
LINC00347,LINC00347,14508
RIOK3P1,RIOK3P1,14510
RNU6-38P,RNU6-38P,14512
SSR1P2,SSR1P2,14512
CTAGE11P,CTAGE11P,14513
LINC01078,LINC01078,14513
TBC1D4,TBC1D4,14513
COMMD6,COMMD6,14515
UCHL3,UCHL3,14515
LMO7-AS1,LMO7-AS1,14516
LMO7,LMO7,14516
FAM204CP,FAM204CP,14516
LMO7DN,LMO7DN,14518
LMO7DN-IT1,LMO7DN-IT1,14518
LINC00561,LINC00561,14518
LINC01034,LINC01034,14519
RN7SL571P,RN7SL571P,14520
KCTD12,KCTD12,14525
BTF3P11,BTF3P11,14525
ACOD1,ACOD1,14525
RPL7P44,RPL7P44,14526
DHX9P1,DHX9P1,14526
CLN5,CLN5,14526
FBXL3,FBXL3,14526
MYCBP2-AS1,MYCBP2-AS1,14526
MYCBP2,MYCBP2,14526
MYCBP2-AS2,MYCBP2-AS2,14526
SCEL,SCEL,14530
SCEL-AS1,SCEL-AS1,14530
RNY3P7,RNY3P7,14530
SPTLC1P5,SPTLC1P5,14531
SLAIN1,SLAIN1,14531
MIR3665,MIR3665,14531
EDNRB-AS1,EDNRB-AS1,14531
EDNRB,EDNRB,14532
OBI1-AS1,OBI1-AS1,14532
RN7SL810P,RN7SL810P,14533
LINC01069,LINC01069,14533
LINC00446,LINC00446,14533
SRGNP1,SRGNP1,14535
RNY3P3,RNY3P3,14536
RPL31P54,RPL31P54,14536
ELOCP23,ELOCP23,14537
POU4F1,POU4F1,14537
OBI1,OBI1,14537
RPL21P111,RPL21P111,14538
LINC00331,LINC00331,14539
HSPD1P8,HSPD1P8,14539
CCT5P2,CCT5P2,14540
NIPA2P5,NIPA2P5,14541
BCAS2P3,BCAS2P3,14541
RBM26,RBM26,14542
RNA5SP33,RNA5SP33,14543
RBM26-AS1,RBM26-AS1,14543
NDFIP2-AS1,NDFIP2-AS1,14544
NDFIP2,NDFIP2,14544
LINC01068,LINC01068,14544
LINC01038,LINC01038,14546
LINC00382,LINC00382,14546
LINC01080,LINC01080,14547
SPRY2,SPRY2,14550
RNU6-61P,RNU6-61P,14550
HNRNPA1P31,HNRNPA1P31,14552
PWWP2AP1,PWWP2AP1,14552
ARF4P4,ARF4P4,14554
LINC00377,LINC00377,14555
DPPA3P3,DPPA3P3,14555
LINC00564,LINC00564,14556
RNU6-77P,RNU6-77P,14557
HIGD1AP2,HIGD1AP2,14557
PTMAP5,PTMAP5,14560
GYG1P2,GYG1P2,14568
RNU6-67P,RNU6-67P,14571
SLITRK1,SLITRK1,14575
VENTXP2,VENTXP2,14576
UBE2D3P4,UBE2D3P4,14576
MTND4P1,MTND4P1,14580
MTND5P3,MTND5P3,14580
LINC00333,LINC00333,14580
LINC00375,LINC00375,14584
LINC00351,LINC00351,14586
SLITRK6,SLITRK6,14589
MOB1AP1,MOB1AP1,14591
DDX6P2,DDX6P2,14592
TXNL1P1,TXNL1P1,14596
LINC00430,LINC00430,14597
UBBP5,UBBP5,14599
LIN28AP2,LIN28AP2,14600
MIR4500HG,MIR4500HG,14601
MIR4500,MIR4500,14602
SLITRK5,SLITRK5,14602
LINC00397,LINC00397,14603
TET1P1,TET1P1,14604
LINC00373,LINC00373,14606
RPL29P29,RPL29P29,14606
LINC00433,LINC00433,14608
LINC00560,LINC00560,14609
GRPEL2P1,GRPEL2P1,14612
LINC00440,LINC00440,14613
LINC01047,LINC01047,14614
TRIM60P13,TRIM60P13,14614
SP3P,SP3P,14615
LINC02336,LINC02336,14615
LINC01040,LINC01040,14615
LINC00353,LINC00353,14616
RPL7L1P1,RPL7L1P1,14618
PEX12P1,PEX12P1,14619
LINC00559,LINC00559,14620
RNA5SP34,RNA5SP34,14620
FAR1P1,FAR1P1,14620
KRT18P27,KRT18P27,14621
MIR622,MIR622,14621
LINC01049,LINC01049,14623
RNU6-75P,RNU6-75P,14625
LINC00410,LINC00410,14626
BRK1P2,BRK1P2,14627
LINC00380,LINC00380,14627
LINC00379,LINC00379,14627
PPIAP23,PPIAP23,14628
MIR17HG,MIR17HG,14629
MIR17,MIR17,14629
MIR18A,MIR18A,14629
MIR19A,MIR19A,14629
MIR20A,MIR20A,14629
MIR19B1,MIR19B1,14629
MIR92A1,MIR92A1,14629
GPC5,GPC5,14629
RNU4ATAC3P,RNU4ATAC3P,14634
FABP5P4,FABP5P4,14635
GPC5-AS2,GPC5-AS2,14636
GPC5-IT1,GPC5-IT1,14637
MIR548AS,MIR548AS,14637
GPC5-AS1,GPC5-AS1,14639
LINC00363,LINC00363,14641
GPC6,GPC6,14643
HNRNPA1P29,HNRNPA1P29,14644
GPC6-AS2,GPC6-AS2,14647
RNA5SP35,RNA5SP35,14648
GPC6-AS1,GPC6-AS1,14649
DCT,DCT,14651
TGDS,TGDS,14652
GPR180,GPR180,14652
RNA5SP36,RNA5SP36,14653
LINC00391,LINC00391,14653
RN7SL585P,RN7SL585P,14653
SOX21-AS1,SOX21-AS1,14653
SOX21,SOX21,14653
BRD7P5,BRD7P5,14654
RPL21P112,RPL21P112,14654
LINC00557,LINC00557,14655
RNU6-62P,RNU6-62P,14656
ABCC4,ABCC4,14656
RNY3P8,RNY3P8,14658
RNY4P27,RNY4P27,14658
MEMO1P5,MEMO1P5,14658
CLDN10,CLDN10,14659
CLDN10-AS1,CLDN10-AS1,14659
DZIP1,DZIP1,14660
DNAJC3-DT,DNAJC3-DT,14660
DNAJC3,DNAJC3,14660
MTND5P2,MTND5P2,14660
MTND6P18,MTND6P18,14660
MTCYBP3,MTCYBP3,14660
UGGT2,UGGT2,14661
HMGN1P24,HMGN1P24,14661
HS6ST3,HS6ST3,14663
RN7SL164P,RN7SL164P,14664
MIR4501,MIR4501,14666
AMMECR1LP1,AMMECR1LP1,14667
HSP90AB6P,HSP90AB6P,14669
TULP3P1,TULP3P1,14669
RN7SKP7,RN7SKP7,14669
OXGR1,OXGR1,14670
LINC00456,LINC00456,14671
MBNL2,MBNL2,14671
RNA5SP37,RNA5SP37,14672
RAP2A,RAP2A,14673
PSMA6P4,PSMA6P4,14673
RPL7AP61,RPL7AP61,14676
IPO5,IPO5,14677
FTLP8,FTLP8,14677
FARP1,FARP1,14678
RNF113B,RNF113B,14678
RN7SKP8,RN7SKP8,14678
MIR3170,MIR3170,14679
FARP1-AS1,FARP1-AS1,14680
STK24,STK24,14680
STK24-AS1,STK24-AS1,14681
NUS1P4,NUS1P4,14681
CYCSP35,CYCSP35,14682
CALM2P4,CALM2P4,14682
RN7SL60P,RN7SL60P,14682
SLC15A1,SLC15A1,14682
DOCK9,DOCK9,14683
DOCK9-AS1,DOCK9-AS1,14683
RPL7L1P12,RPL7L1P12,14684
RNU6-83P,RNU6-83P,14684
DOCK9-DT,DOCK9-DT,14685
RPS6P23,RPS6P23,14686
UBAC2-AS1,UBAC2-AS1,14686
GAPDHP22,GAPDHP22,14686
UBAC2,UBAC2,14686
RN7SKP9,RN7SKP9,14686
H2AZP3,H2AZP3,14686
GPR18,GPR18,14686
GPR183,GPR183,14686
MIR623,MIR623,14687
HMGB3P4,HMGB3P4,14687
CCR12P,CCR12P,14687
TM9SF2,TM9SF2,14688
LINC01232,LINC01232,14688
LINC00449,LINC00449,14688
LINC01039,LINC01039,14688
CFL1P8,CFL1P8,14689
CLYBL,CLYBL,14689
MIR4306,MIR4306,14689
CLYBL-AS2,CLYBL-AS2,14689
CLYBL-AS1,CLYBL-AS1,14690
ZIC5,ZIC5,14691
ZIC2,ZIC2,14691
LINC00554,LINC00554,14692
NDUFA12P1,NDUFA12P1,14692
PCCA-DT,PCCA-DT,14692
ASNSP3,ASNSP3,14692
PCCA,PCCA,14692
RPL15P18,RPL15P18,14693
PCCA-AS1,PCCA-AS1,14695
GGACT,GGACT,14695
RPS26P47,RPS26P47,14696
TMTC4,TMTC4,14696
COX5BP6,COX5BP6,14696
NALCN-AS1,NALCN-AS1,14697
ARF4P3,ARF4P3,14697
LINC00411,LINC00411,14698
NALCN,NALCN,14699
ITGBL1,ITGBL1,14702
FGF14,FGF14,14704
RNU1-24P,RNU1-24P,14704
HMGB3P7,HMGB3P7,14705
MIR2681,MIR2681,14706
LIPT1P1,LIPT1P1,14706
RNY1P2,RNY1P2,14706
MIR4705,MIR4705,14706
RPL39P29,RPL39P29,14708
FGF14-IT1,FGF14-IT1,14708
FGF14-AS1,FGF14-AS1,14709
FGF14-AS2,FGF14-AS2,14709
LINC00555,LINC00555,14710
TPP2,TPP2,14710
METTL21C,METTL21C,14711
CCDC168,CCDC168,14711
TEX30,TEX30,14712
POGLUT2,POGLUT2,14712
BIVM-ERCC5,BIVM-ERCC5,14712
BIVM,BIVM,14712
ERCC5,ERCC5,14712
METTL21EP,METTL21EP,14712
SLC10A2,SLC10A2,14714
LINC01309,LINC01309,14716
ATP6V1G1P7,ATP6V1G1P7,14717
RPL7P45,RPL7P45,14726
DAOA-AS1,DAOA-AS1,14731
DAOA,DAOA,14731
LINC00343,LINC00343,14733
RNA5SP38,RNA5SP38,14736
LINC00460,LINC00460,14738
RPL35P9,RPL35P9,14738
EFNB2,EFNB2,14739
ARGLU1,ARGLU1,14739
LINC00551,LINC00551,14739
LINC00443,LINC00443,14740
ATP5MC1P5,ATP5MC1P5,14740
PPIAP24,PPIAP24,14741
NALF1,NALF1,14743
SNORD31B,SNORD31B,14745
MIR1267,MIR1267,14746
NALF1-IT1,NALF1-IT1,14748
LIG4,LIG4,14751
ABHD13,ABHD13,14751
TNFSF13B,TNFSF13B,14751
RNA5SP39,RNA5SP39,14752
HCFC2P1,HCFC2P1,14753
MYO16,MYO16,14754
MYO16-AS2,MYO16-AS2,14757
MYO16-AS1,MYO16-AS1,14758
LINC00370,LINC00370,14759
LINC01067,LINC01067,14759
LINC00399,LINC00399,14760
LINC00676,LINC00676,14762
IRS2,IRS2,14762
RN7SKP10,RN7SKP10,14763
LINC00396,LINC00396,14764
RN7SL783P,RN7SL783P,14765
LINC03032,LINC03032,14765
COL4A1,COL4A1,14765
COL4A2,COL4A2,14766
MIR8073,MIR8073,14766
COL4A2-AS2,COL4A2-AS2,14767
COL4A2-AS1,COL4A2-AS1,14768
RAB20,RAB20,14768
NAXD,NAXD,14768
CARS2,CARS2,14769
ING1,ING1,14769
RPL21P107,RPL21P107,14770
LINC00567,LINC00567,14770
PRECSIT,PRECSIT,14770
ANKRD10,ANKRD10,14770
ANKRD10-IT1,ANKRD10-IT1,14770
PARP1P1,PARP1P1,14771
SPACA7BP,SPACA7BP,14771
LINC00431,LINC00431,14771
LINC00368,LINC00368,14772
